NWD741415 SRR9250210
NWD946002 SRR8026706
NWD946891 SRR8026715
NWD947128 SRR8026720
NWD947519 SRR8026724
NWD947832 SRR8026728
NWD948649 SRR8026738
NWD948859 SRR8026741
NWD949537 SRR8026746
NWD950351 SRR8026758
NWD950560 SRR8026761
NWD952816 SRR8026784
NWD953165 SRR8026789
NWD953476 SRR8026793
NWD953586 SRR8026795
NWD953869 SRR8026798
NWD953971 SRR8026799
NWD954083 SRR8026800
NWD954741 SRR8026806
NWD955794 SRR8026814
NWD956365 SRR8026816
NWD956394 SRR8026818
NWD957146 SRR8026827
NWD957328 SRR8026831
NWD957673 SRR8026833
NWD958770 SRR8026838
NWD959230 SRR8026847
NWD959870 SRR8026854
NWD960866 SRR8026865
NWD960944 SRR8026866
NWD961341 SRR8026872
NWD962159 SRR8026875
NWD963049 SRR8026884
NWD963108 SRR8026885
NWD963318 SRR8026887
NWD963541 SRR8026893
NWD963716 SRR8026896
NWD964869 SRR8026907
NWD965104 SRR8026909
NWD966407 SRR8026927
NWD968542 SRR8026946
NWD969320 SRR8026964
NWD969760 SRR8026967
NWD970923 SRR8026982
NWD971377 SRR8026987
NWD972138 SRR8026992
NWD972778 SRR8026999
NWD973464 SRR8027004
NWD973999 SRR8027014
NWD975596 SRR8027031
NWD975936 SRR8027037
NWD976159 SRR8027041
NWD976605 SRR8027042
NWD976653 SRR8027043
NWD977201 SRR8027049
NWD977268 SRR8027052
NWD977466 SRR8027055
NWD977963 SRR8027061
NWD978776 SRR8027068
NWD979619 SRR8027075
NWD979707 SRR8027077
NWD980184 SRR8027083
NWD980365 SRR8027089
NWD980600 SRR8027094
NWD980798 SRR8027096
NWD981361 SRR8027101
NWD981873 SRR8027107
NWD981977 SRR8027108
NWD982365 SRR8027112
NWD982983 SRR8027123
NWD983227 SRR8027126
NWD983651 SRR8027131
NWD983744 SRR8027132
NWD984749 SRR8027143
NWD984938 SRR8027146
NWD985017 SRR8027148
NWD986228 SRR8027161
NWD986378 SRR8027163
NWD986518 SRR8027166
NWD986872 SRR8027172
NWD987230 SRR8027175
NWD987326 SRR8027178
NWD987866 SRR8027185
NWD988008 SRR8027189
NWD988114 SRR8027194
NWD988127 SRR8027195
NWD988855 SRR8027205
NWD989105 SRR8027208
NWD989869 SRR8027218
NWD990358 SRR8027222
NWD990551 SRR8027224
NWD990558 SRR8027225
NWD991030 SRR8027231
NWD991733 SRR8027238
NWD992268 SRR8027245
NWD992356 SRR8027247
NWD993803 SRR8027267
NWD994254 SRR8027273
NWD994683 SRR8027278
NWD994692 SRR8027279
NWD994954 SRR8027282
NWD995135 SRR8027284
NWD995170 SRR8027285
NWD995286 SRR8027287
NWD995359 SRR8027288
NWD995852 SRR8027296
NWD996030 SRR8027297
NWD996690 SRR8027304
NWD997561 SRR8027317
NWD998649 SRR8027325
NWD999377 SRR8027338
NWD999751 SRR8027347
NWD183315 SRR8017330
NWD183381 SRR8017332
NWD183397 SRR8017333
NWD183486 SRR8017336
NWD183494 SRR8017337
NWD183944 SRR8017338
NWD186410 SRR8017369
NWD187379 SRR8017380
NWD188102 SRR8017385
NWD188502 SRR8017391
NWD189377 SRR8017403
NWD190763 SRR8017419
NWD190887 SRR8017421
NWD190894 SRR8017422
NWD191223 SRR8017424
NWD192443 SRR8017436
NWD192779 SRR8017442
NWD194661 SRR8017463
NWD195358 SRR8017469
NWD195496 SRR8017470
NWD195958 SRR8017479
NWD196225 SRR8017483
NWD196604 SRR8017489
NWD196669 SRR8017492
NWD197069 SRR8017495
NWD197105 SRR8017496
NWD197460 SRR8017501
NWD197621 SRR8017503
NWD197718 SRR8017505
NWD197991 SRR8017508
NWD198185 SRR8017509
NWD198872 SRR8017519
NWD199187 SRR8017524
NWD200251 SRR8017541
NWD200514 SRR8017546
NWD201628 SRR8017561
NWD202269 SRR8017566
NWD203324 SRR8017577
NWD203912 SRR8017587
NWD203962 SRR8017588
NWD204342 SRR8017591
NWD204537 SRR8017593
NWD205026 SRR8017599
NWD205546 SRR8017604
NWD206936 SRR8017626
NWD207485 SRR8017629
NWD207549 SRR8017631
NWD207594 SRR8017632
NWD207983 SRR8017636
NWD209525 SRR8017648
NWD209704 SRR8017653
NWD209955 SRR8017655
NWD210101 SRR8017656
NWD210172 SRR8017659
NWD210690 SRR8017668
NWD210755 SRR8017670
NWD211054 SRR8017671
NWD211728 SRR8017681
NWD212853 SRR8017694
NWD212878 SRR8017696
NWD213078 SRR8017702
NWD213135 SRR8017703
NWD213657 SRR8017707
NWD213872 SRR8017708
NWD214512 SRR8017718
NWD214887 SRR8017724
NWD215340 SRR8017729
NWD215795 SRR8017733
NWD215831 SRR8017737
NWD215931 SRR8017738
NWD216527 SRR8017747
NWD216539 SRR8017748
NWD216935 SRR8017752
NWD217111 SRR8017753
NWD217184 SRR8017756
NWD218274 SRR8017766
NWD218611 SRR8017768
NWD218761 SRR8017771
NWD220805 SRR8017794
NWD221579 SRR8017804
NWD222128 SRR8017809
NWD222271 SRR8017812
NWD223611 SRR8017828
NWD223800 SRR8017831
NWD224390 SRR8017840
NWD225140 SRR8017852
NWD226125 SRR8017866
NWD226266 SRR8017867
NWD226297 SRR8017868
NWD226638 SRR8017871
NWD226968 SRR8017874
NWD227223 SRR8017877
NWD227244 SRR8017878
NWD227796 SRR8017882
NWD227978 SRR8017886
NWD228293 SRR8017890
NWD228508 SRR8017893
NWD228968 SRR8017899
NWD229103 SRR8017902
NWD229962 SRR8017909
NWD229998 SRR8017910
NWD230941 SRR8017919
NWD231133 SRR8017921
NWD232085 SRR8017930
NWD232240 SRR8017933
NWD233378 SRR8017948
NWD233583 SRR8017951
NWD233793 SRR8017954
NWD233853 SRR8017957
NWD234196 SRR8017961
NWD234279 SRR8017966
NWD235095 SRR8017975
NWD235663 SRR8017982
NWD236164 SRR8017987
NWD236891 SRR8017996
NWD237392 SRR8017998
NWD238549 SRR8018009
NWD238733 SRR8018011
NWD239060 SRR8018015
NWD239214 SRR8018017
NWD239304 SRR8018018
NWD239362 SRR8018020
NWD239603 SRR8018022
NWD240191 SRR8018032
NWD241164 SRR8018043
NWD241176 SRR8018044
NWD242595 SRR8018055
NWD242626 SRR8018056
NWD243119 SRR8018061
NWD243206 SRR8018064
NWD243507 SRR8018067
NWD243515 SRR8018068
NWD244145 SRR8018076
NWD244167 SRR8018077
NWD244232 SRR8018079
NWD244333 SRR8018080
NWD244685 SRR8018082
NWD245040 SRR8018089
NWD245347 SRR8018095
NWD245425 SRR8018096
NWD245475 SRR8018099
NWD245884 SRR8018106
NWD246110 SRR8018109
NWD246279 SRR8018113
NWD247402 SRR8018124
NWD247524 SRR8018126
NWD248061 SRR8018133
NWD248316 SRR8018139
NWD248939 SRR8018147
NWD249245 SRR8018149
NWD249317 SRR8018151
NWD249661 SRR8018156
NWD250515 SRR8018162
NWD250774 SRR8018168
NWD251395 SRR8018174
NWD251406 SRR8018175
NWD252312 SRR8018192
NWD252676 SRR8018193
NWD253061 SRR8018196
NWD253517 SRR8018200
NWD254072 SRR8018206
NWD254076 SRR8018208
NWD254253 SRR8018211
NWD255322 SRR8018223
NWD255794 SRR8018227
NWD256348 SRR8018234
NWD256891 SRR8018241
NWD257092 SRR8018246
NWD257464 SRR8018254
NWD257883 SRR8018261
NWD258087 SRR8018264
NWD258322 SRR8018266
NWD258624 SRR8018268
NWD260126 SRR8018281
NWD260816 SRR8018291
NWD260959 SRR8018293
NWD260965 SRR8018294
NWD262117 SRR8018307
NWD262376 SRR8018308
NWD262467 SRR8018310
NWD262576 SRR8018311
NWD263640 SRR8018322
NWD263945 SRR8018326
NWD264214 SRR8018329
NWD264828 SRR8018338
NWD265921 SRR8018351
NWD265969 SRR8018352
NWD266169 SRR8018355
NWD266220 SRR8018357
NWD267184 SRR8018368
NWD267700 SRR8018376
NWD268462 SRR8018382
NWD268546 SRR8018385
NWD268568 SRR8018386
NWD268595 SRR8018387
NWD268662 SRR8018388
NWD268930 SRR8018395
NWD269023 SRR8018397
NWD269280 SRR8018398
NWD270204 SRR8018406
NWD271149 SRR8018413
NWD271173 SRR8018414
NWD271380 SRR8018415
NWD271586 SRR8018419
NWD271902 SRR8018423
NWD271972 SRR8018424
NWD272349 SRR8018431
NWD272510 SRR8018434
NWD272674 SRR8018436
NWD273198 SRR8018441
NWD273676 SRR8018445
NWD273869 SRR8018446
NWD274129 SRR8018451
NWD275140 SRR8018462
NWD276475 SRR8018484
NWD276682 SRR8018486
NWD276902 SRR8018492
NWD277148 SRR8018495
NWD277392 SRR8018498
NWD277475 SRR8018499
NWD277617 SRR8018504
NWD278216 SRR8018510
NWD279254 SRR8018523
NWD279290 SRR8018525
NWD279556 SRR8018526
NWD280521 SRR8018539
NWD281203 SRR8018544
NWD283360 SRR8018564
NWD284658 SRR8018577
NWD284865 SRR8018579
NWD285201 SRR8018582
NWD285270 SRR8018584
NWD285679 SRR8018585
NWD285811 SRR8018590
NWD287572 SRR8018614
NWD287794 SRR8018616
NWD287952 SRR8018617
NWD289397 SRR8018633
NWD289480 SRR8018635
NWD290172 SRR8018639
NWD290340 SRR8018642
NWD290758 SRR8018646
NWD291401 SRR8018656
NWD292337 SRR8018667
NWD292731 SRR8018672
NWD292875 SRR8018675
NWD293170 SRR8018678
NWD293565 SRR8018684
NWD294408 SRR8018690
NWD295502 SRR8018699
NWD295524 SRR8018701
NWD295702 SRR8018703
NWD295776 SRR8018704
NWD297219 SRR8018726
NWD297257 SRR8018728
NWD297410 SRR8018730
NWD297606 SRR8018734
NWD297619 SRR8018735
NWD297740 SRR8018736
NWD297841 SRR8018737
NWD297985 SRR8018740
NWD298216 SRR8018744
NWD298683 SRR8018748
NWD298838 SRR8018749
NWD299227 SRR8018753
NWD299321 SRR8018754
NWD299446 SRR8018756
NWD300259 SRR8018766
NWD300371 SRR8018767
NWD300503 SRR8018770
NWD300596 SRR8018774
NWD301563 SRR8018782
NWD302075 SRR8018787
NWD302749 SRR8018798
NWD302911 SRR8018799
NWD303451 SRR8018809
NWD304110 SRR8018816
NWD304198 SRR8018819
NWD304279 SRR8018820
NWD304637 SRR8018826
NWD368549 SRR8018829
NWD370004 SRR8018843
NWD371187 SRR8018860
NWD371509 SRR8018864
NWD371746 SRR8018869
NWD372233 SRR8018879
NWD373106 SRR8018890
NWD373400 SRR8018894
NWD373618 SRR8018896
NWD373621 SRR8018897
NWD373836 SRR8018900
NWD373857 SRR8018901
NWD373877 SRR8018902
NWD374025 SRR8018903
NWD374489 SRR8018909
NWD374898 SRR8018918
NWD375698 SRR8018927
NWD376248 SRR8018933
NWD376326 SRR8018935
NWD376628 SRR8018938
NWD376908 SRR8018941
NWD376949 SRR8018942
NWD377461 SRR8018950
NWD377478 SRR8018951
NWD377797 SRR8018956
NWD378356 SRR8018961
NWD378404 SRR8018963
NWD378424 SRR8018965
NWD378462 SRR8018966
NWD380247 SRR8018985
NWD380532 SRR8018989
NWD380590 SRR8018990
NWD380998 SRR8018997
NWD382423 SRR8019011
NWD382968 SRR8019019
NWD382982 SRR8019020
NWD384153 SRR8019030
NWD384435 SRR8019033
NWD384550 SRR8019035
NWD384674 SRR8019037
NWD384890 SRR8019040
NWD385267 SRR8019045
NWD385657 SRR8019046
NWD386011 SRR8019051
NWD386343 SRR8019055
NWD386793 SRR8019056
NWD387348 SRR8019060
NWD387521 SRR8019061
NWD388333 SRR8019067
NWD389406 SRR8019080
NWD390023 SRR8019087
NWD390044 SRR8019088
NWD390984 SRR8019100
NWD391126 SRR8019101
NWD391189 SRR8019102
NWD391241 SRR8019104
NWD391619 SRR8019107
NWD392786 SRR8019124
NWD393677 SRR8019134
NWD393897 SRR8019136
NWD394319 SRR8019144
NWD394601 SRR8019146
NWD394635 SRR8019147
NWD394674 SRR8019148
NWD395028 SRR8019152
NWD395769 SRR8019162
NWD396745 SRR8019174
NWD397068 SRR8019177
NWD397219 SRR8019182
NWD397588 SRR8019186
NWD397665 SRR8019187
NWD397800 SRR8019190
NWD398350 SRR8019195
NWD398519 SRR8019198
NWD398981 SRR8019205
NWD399183 SRR8019207
NWD399968 SRR8019215
NWD401129 SRR8019224
NWD402252 SRR8019234
NWD402653 SRR8019236
NWD402768 SRR8019238
NWD402781 SRR8019239
NWD403012 SRR8019246
NWD403179 SRR8019248
NWD403913 SRR8019256
NWD404564 SRR8019265
NWD404717 SRR8019266
NWD405107 SRR8019272
NWD405307 SRR8019277
NWD405838 SRR8019282
NWD406063 SRR8019285
NWD406772 SRR8019291
NWD407427 SRR8019299
NWD407640 SRR8019308
NWD407671 SRR8019309
NWD408472 SRR8019319
NWD408684 SRR8019321
NWD408691 SRR8019322
NWD409287 SRR8019331
NWD412226 SRR8019364
NWD413708 SRR8019382
NWD414215 SRR8019390
NWD414423 SRR8019391
NWD415400 SRR8019402
NWD415886 SRR8019404
NWD415909 SRR8019405
NWD416583 SRR8019417
NWD417043 SRR8019421
NWD417467 SRR8019424
NWD417517 SRR8019426
NWD417570 SRR8019427
NWD417721 SRR8019431
NWD417995 SRR8019434
NWD419057 SRR8019446
NWD419104 SRR8019447
NWD419689 SRR8019454
NWD419931 SRR8019458
NWD420210 SRR8019461
NWD421158 SRR8019474
NWD422256 SRR8019481
NWD422686 SRR8019485
NWD422746 SRR8019487
NWD423008 SRR8019489
NWD423025 SRR8019490
NWD423462 SRR8019496
NWD423534 SRR8019497
NWD424218 SRR8019501
NWD424539 SRR8019506
NWD424887 SRR8019511
NWD425126 SRR8019515
NWD425354 SRR8019518
NWD425437 SRR8019520
NWD425489 SRR8019521
NWD425850 SRR8019526
NWD426258 SRR8019531
NWD426399 SRR8019534
NWD428650 SRR8019563
NWD429209 SRR8019568
NWD429499 SRR8019572
NWD430021 SRR8019580
NWD430601 SRR8019587
NWD431815 SRR8019602
NWD432885 SRR8019620
NWD433130 SRR8019625
NWD433563 SRR8019632
NWD434199 SRR8019638
NWD434277 SRR8019639
NWD435644 SRR8019654
NWD435817 SRR8019657
NWD435995 SRR8019661
NWD436549 SRR8019670
NWD436767 SRR8019673
NWD437945 SRR8019686
NWD437947 SRR8019687
NWD438000 SRR8019689
NWD438130 SRR8019693
NWD438251 SRR8019696
NWD438389 SRR8019700
NWD438620 SRR8019703
NWD438823 SRR8019706
NWD438868 SRR8019707
NWD438971 SRR8019708
NWD439150 SRR8019712
NWD439253 SRR8019713
NWD439325 SRR8019715
NWD439444 SRR8019717
NWD439888 SRR8019723
NWD440251 SRR8019726
NWD440492 SRR8019728
NWD440976 SRR8019731
NWD441039 SRR8019732
NWD441462 SRR8019735
NWD441841 SRR8019738
NWD441925 SRR8019740
NWD442002 SRR8019741
NWD442029 SRR8019742
NWD442732 SRR8019748
NWD443592 SRR8019754
NWD443686 SRR8019756
NWD443817 SRR8019757
NWD443863 SRR8019758
NWD444383 SRR8019763
NWD445595 SRR8019774
NWD446872 SRR8019785
NWD447031 SRR8019787
NWD448055 SRR8019796
NWD448085 SRR8019797
NWD448153 SRR8019798
NWD448352 SRR8019801
NWD448689 SRR8019804
NWD449045 SRR8019807
NWD449166 SRR8019808
NWD449409 SRR8019810
NWD451632 SRR8019831
NWD451944 SRR8019835
NWD452147 SRR8019836
NWD452474 SRR8019837
NWD452500 SRR8019838
NWD452708 SRR8019840
NWD452980 SRR8019842
NWD453377 SRR8019848
NWD453435 SRR8019849
NWD454090 SRR8019856
NWD454341 SRR8019862
NWD454394 SRR8019863
NWD454422 SRR8019864
NWD454621 SRR8019868
NWD454907 SRR8019872
NWD455056 SRR8019876
NWD455514 SRR8019879
NWD455520 SRR8019880
NWD455913 SRR8019887
NWD456322 SRR8019894
NWD456533 SRR8019895
NWD456800 SRR8019897
NWD457124 SRR8019901
NWD457300 SRR8019903
NWD457382 SRR8019904
NWD457715 SRR8019910
NWD457756 SRR8019911
NWD458158 SRR8019917
NWD458298 SRR8019919
NWD458507 SRR8019922
NWD459224 SRR8019929
NWD459801 SRR8019936
NWD460938 SRR8019947
NWD461382 SRR8019949
NWD462102 SRR8019957
NWD462584 SRR8019965
NWD463779 SRR8019974
NWD464766 SRR8019988
NWD464979 SRR8019991
NWD465284 SRR8019999
NWD465297 SRR8020000
NWD465392 SRR8020002
NWD465805 SRR8020006
NWD466081 SRR8020010
NWD466350 SRR8020013
NWD466572 SRR8020017
NWD466672 SRR8020021
NWD466737 SRR8020022
NWD466819 SRR8020025
NWD305244 SRR8020033
NWD305609 SRR8020040
NWD307606 SRR8020058
NWD308066 SRR8020062
NWD308089 SRR8020063
NWD309779 SRR8020077
NWD310086 SRR8020080
NWD310883 SRR8020088
NWD311116 SRR8020090
NWD311849 SRR8020095
NWD312263 SRR8020100
NWD313172 SRR8020111
NWD313187 SRR8020112
NWD313301 SRR8020113
NWD313416 SRR8020117
NWD313832 SRR8020123
NWD313878 SRR8020125
NWD313887 SRR8020126
NWD314373 SRR8020138
NWD315179 SRR8020147
NWD315241 SRR8020149
NWD316182 SRR8020162
NWD316200 SRR8020163
NWD316654 SRR8020166
NWD317686 SRR8020178
NWD318546 SRR8020194
NWD318569 SRR8020195
NWD319165 SRR8020200
NWD320868 SRR8020216
NWD321175 SRR8020220
NWD321255 SRR8020223
NWD321709 SRR8020224
NWD321826 SRR8020225
NWD322088 SRR8020229
NWD322147 SRR8020230
NWD322895 SRR8020241
NWD323628 SRR8020249
NWD323815 SRR8020253
NWD324082 SRR8020259
NWD324396 SRR8020263
NWD325300 SRR8020269
NWD325615 SRR8020272
NWD325622 SRR8020273
NWD325720 SRR8020275
NWD325722 SRR8020276
NWD325723 SRR8020277
NWD326178 SRR8020284
NWD326312 SRR8020287
NWD326421 SRR8020288
NWD326550 SRR8020289
NWD327169 SRR8020301
NWD327343 SRR8020303
NWD327483 SRR8020305
NWD327830 SRR8020308
NWD327866 SRR8020309
NWD328328 SRR8020312
NWD329168 SRR8020322
NWD330905 SRR8020337
NWD331227 SRR8020341
NWD331400 SRR8020347
NWD332131 SRR8020351
NWD332385 SRR8020354
NWD333044 SRR8020362
NWD333767 SRR8020370
NWD335020 SRR8020392
NWD335168 SRR8020397
NWD335896 SRR8020403
NWD335934 SRR8020405
NWD336364 SRR8020410
NWD336583 SRR8020412
NWD337215 SRR8020421
NWD338444 SRR8020430
NWD338641 SRR8020433
NWD338867 SRR8020437
NWD339290 SRR8020442
NWD339951 SRR8020452
NWD339989 SRR8020454
NWD340399 SRR8020460
NWD340420 SRR8020461
NWD341148 SRR8020467
NWD341636 SRR8020475
NWD341649 SRR8020476
NWD341790 SRR8020479
NWD341962 SRR8020481
NWD342621 SRR8020491
NWD342880 SRR8020495
NWD343666 SRR8020505
NWD344176 SRR8020512
NWD345185 SRR8020524
NWD346934 SRR8020538
NWD347752 SRR8020549
NWD348058 SRR8020553
NWD348289 SRR8020557
NWD348791 SRR8020562
NWD349444 SRR8020565
NWD350418 SRR8020578
NWD350423 SRR8020579
NWD350707 SRR8020583
NWD350739 SRR8020584
NWD351330 SRR8020591
NWD351388 SRR8020592
NWD351421 SRR8020595
NWD352502 SRR8020603
NWD352526 SRR8020604
NWD353233 SRR8020611
NWD353578 SRR8020612
NWD353632 SRR8020613
NWD353783 SRR8020615
NWD354588 SRR8020622
NWD354651 SRR8020624
NWD354780 SRR8020626
NWD355743 SRR8020637
NWD356167 SRR8020641
NWD356231 SRR8020642
NWD356548 SRR8020645
NWD356553 SRR8020646
NWD356968 SRR8020651
NWD358528 SRR8020663
NWD358575 SRR8020664
NWD359135 SRR8020670
NWD360184 SRR8020685
NWD360696 SRR8020690
NWD360789 SRR8020694
NWD361043 SRR8020696
NWD362202 SRR8020708
NWD362820 SRR8020715
NWD363402 SRR8020724
NWD363702 SRR8020732
NWD363718 SRR8020733
NWD363924 SRR8020735
NWD364705 SRR8020744
NWD365178 SRR8020752
NWD367252 SRR8020778
NWD368232 SRR8020788
NWD368261 SRR8020791
NWD467308 SRR8020799
NWD467364 SRR8020803
NWD467408 SRR8020805
NWD468003 SRR8020811
NWD468675 SRR8020818
NWD469164 SRR8020827
NWD469322 SRR8020831
NWD469472 SRR8020832
NWD469732 SRR8020837
NWD470778 SRR8020845
NWD471404 SRR8020856
NWD472147 SRR8020869
NWD473587 SRR8020883
NWD473797 SRR8020885
NWD473896 SRR8020887
NWD474119 SRR8020891
NWD474476 SRR8020899
NWD474653 SRR8020900
NWD475654 SRR8020912
NWD476514 SRR8020916
NWD476523 SRR8020917
NWD476638 SRR8020920
NWD477730 SRR8020933
NWD478968 SRR8020943
NWD479115 SRR8020946
NWD479547 SRR8020953
NWD138277 SRR8016797
NWD138453 SRR8016801
NWD138862 SRR8016805
NWD139715 SRR8016818
NWD139817 SRR8016820
NWD140014 SRR8016822
NWD140219 SRR8016824
NWD140744 SRR8016833
NWD141815 SRR8016846
NWD142087 SRR8016851
NWD142672 SRR8016856
NWD142689 SRR8016857
NWD143406 SRR8016866
NWD143785 SRR8016870
NWD144218 SRR8016873
NWD146364 SRR8016899
NWD146810 SRR8016906
NWD146955 SRR8016907
NWD147425 SRR8016912
NWD147513 SRR8016914
NWD148057 SRR8016923
NWD148343 SRR8016927
NWD148466 SRR8016928
NWD148591 SRR8016931
NWD148782 SRR8016934
NWD149307 SRR8016937
NWD149636 SRR8016942
NWD150100 SRR8016948
NWD150340 SRR8016952
NWD150519 SRR8016955
NWD150656 SRR8016961
NWD150777 SRR8016962
NWD151588 SRR8016970
NWD151683 SRR8016971
NWD152230 SRR8016976
NWD152296 SRR8016977
NWD152712 SRR8016982
NWD152771 SRR8016983
NWD153467 SRR8016990
NWD154075 SRR8016997
NWD154091 SRR8016998
NWD154117 SRR8016999
NWD154354 SRR8017003
NWD155089 SRR8017007
NWD155120 SRR8017008
NWD155601 SRR8017014
NWD155746 SRR8017017
NWD155772 SRR8017018
NWD156570 SRR8017026
NWD158652 SRR8017058
NWD158740 SRR8017059
NWD158743 SRR8017060
NWD159111 SRR8017062
NWD159474 SRR8017064
NWD159603 SRR8017066
NWD161191 SRR8017088
NWD161506 SRR8017091
NWD163053 SRR8017106
NWD163333 SRR8017108
NWD163681 SRR8017114
NWD163995 SRR8017117
NWD164084 SRR8017118
NWD165012 SRR8017128
NWD165051 SRR8017129
NWD165069 SRR8017130
NWD165176 SRR8017131
NWD165824 SRR8017139
NWD166057 SRR8017142
NWD166654 SRR8017146
NWD166858 SRR8017150
NWD167008 SRR8017153
NWD167018 SRR8017154
NWD167190 SRR8017157
NWD167357 SRR8017158
NWD167488 SRR8017161
NWD168045 SRR8017166
NWD168171 SRR8017168
NWD168883 SRR8017172
NWD169421 SRR8017174
NWD171233 SRR8017183
NWD171456 SRR8017186
NWD171542 SRR8017188
NWD171845 SRR8017191
NWD171969 SRR8017195
NWD172443 SRR8017202
NWD172839 SRR8017206
NWD173033 SRR8017208
NWD174075 SRR8017223
NWD174131 SRR8017225
NWD174426 SRR8017231
NWD174922 SRR8017239
NWD174963 SRR8017241
NWD175557 SRR8017251
NWD175903 SRR8017257
NWD175911 SRR8017258
NWD176719 SRR8017270
NWD176809 SRR8017272
NWD177024 SRR8017274
NWD178846 SRR8017289
NWD178938 SRR8017291
NWD179104 SRR8017294
NWD180610 SRR8017304
NWD288946 SRR8018629
NWD759859 SRR8024354
NWD577013 SRR8022100
NWD862149 SRR8025643
NWD640785 SRR8022892
NWD159684 SRR8017070
NWD211560 SRR8017677
NWD454151 SRR8019858
NWD359397 SRR8020674
NWD514456 SRR8021343
NWD532126 SRR8021545
NWD561341 SRR8021886
NWD588264 SRR8022243
NWD723557 SRR8023924
NWD785531 SRR8024689
NWD852798 SRR8025528
NWD900750 SRR8026118
NWD145161 SRR8016884
NWD261608 SRR8018303
NWD115843 SRR8042647
NWD215047 SRR8017726
NWD833976 SRR8025305
NWD364502 SRR8020741
NWD127172 SRR8042788
NWD696007 SRR8023579
NWD552066 SRR8021774
NWD552385 SRR8021777
NWD277850 SRR8018508
NWD871790 SRR8025771
NWD702288 SRR8023649
NWD143234 SRR8016865
NWD596018 SRR8022342
NWD658446 SRR8023111
NWD469697 SRR8020836
NWD331249 SRR8020343
NWD389307 SRR8019078
NWD835022 SRR8025316
NWD956367 SRR8026817
NWD225358 SRR8017856
NWD670100 SRR8023253
NWD683362 SRR8023409
NWD412771 SRR8019374
NWD560160 SRR8021868
NWD740682 SRR8024114
NWD265791 SRR8018349
NWD516824 SRR8021376
NWD999925 SRR8027349
NWD714656 SRR8023802
NWD846396 SRR8025448
NWD901452 SRR8026129
NWD334933 SRR8020388
NWD246657 SRR8018117
NWD350579 SRR8020581
NWD165403 SRR8017134
NWD416538 SRR8019416
NWD593428 SRR8022308
NWD258723 SRR9250202
NWD355005 SRR9250206
NWD807569 SRR9250218
NWD296386 SRR9250382
NWD766887 SRR9250390
NWD884747 SRR9250394
NWD123855 SRR9250459
NWD124183 SRR9250460
NWD140355 SRR9250461
NWD314516 SRR9250595
NWD782708 SRR9250599
NWD323914 SRR9250775
NWD804135 SRR9250787
NWD357025 SRR9251195
NWD823453 SRR9251215
NWD360755 SRR9251442
NWD840180 SRR9251446
NWD869271 SRR9251462
NWD377475 SRR9251649
NWD849902 SRR9251669
NWD378494 SRR9251926
NWD425750 SRR9252754
NWD926843 SRR9252758
NWD948575 SRR9252774
NWD491521 SRR9253032
NWD509702 SRR9253256
NWD950315 SRR9253260
NWD963907 SRR9253268
NWD510482 SRR9253465
NWD519935 SRR9253680
NWD960601 SRR9253684
NWD523944 SRR9253856
NWD560089 SRR9254355
NWD563313 SRR9254363
NWD975452 SRR9254379
NWD177888 SRR9255013
NWD195350 SRR9255029
NWD595730 SRR9255041
NWD608260 SRR9255256
NWD608392 SRR9255526
NWD236359 SRR9249159
NWD721067 SRR9249179
NWD100097 SRR8042447
NWD100122 SRR8042448
NWD100218 SRR8042449
NWD100234 SRR8042450
NWD100268 SRR8042451
NWD100423 SRR8042452
NWD100434 SRR8042453
NWD100465 SRR8042454
NWD100735 SRR8042457
NWD100945 SRR8042458
NWD100990 SRR8042459
NWD101042 SRR8042461
NWD101124 SRR8042462
NWD101608 SRR8042464
NWD101704 SRR8042465
NWD101723 SRR8042467
NWD101776 SRR8042468
NWD101908 SRR8042470
NWD101963 SRR8042471
NWD101981 SRR8042472
NWD102120 SRR8042473
NWD102140 SRR8042474
NWD102293 SRR8042476
NWD102383 SRR8042478
NWD102409 SRR8042479
NWD102498 SRR8042481
NWD102865 SRR8042482
NWD103034 SRR8042483
NWD103123 SRR8042484
NWD103142 SRR8042485
NWD103259 SRR8042487
NWD103345 SRR8042488
NWD103364 SRR8042489
NWD103451 SRR8042491
NWD103508 SRR8042493
NWD103529 SRR8042494
NWD103562 SRR8042495
NWD103570 SRR8042496
NWD103615 SRR8042498
NWD103623 SRR8042499
NWD103644 SRR8042500
NWD103878 SRR8042501
NWD103960 SRR8042502
NWD103998 SRR8042504
NWD104157 SRR8042505
NWD104252 SRR8042506
NWD104314 SRR8042507
NWD104365 SRR8042508
NWD104394 SRR8042509
NWD104487 SRR8042510
NWD104585 SRR8042511
NWD104593 SRR8042512
NWD104686 SRR8042513
NWD104829 SRR8042515
NWD105043 SRR8042516
NWD105065 SRR8042517
NWD105093 SRR8042518
NWD105208 SRR8042519
NWD105263 SRR8042520
NWD105481 SRR8042521
NWD105772 SRR8042522
NWD105842 SRR8042523
NWD105868 SRR8042524
NWD106036 SRR8042525
NWD106039 SRR8042526
NWD106045 SRR8042527
NWD106331 SRR8042529
NWD106453 SRR8042531
NWD106483 SRR8042532
NWD106486 SRR8042533
NWD106498 SRR8042534
NWD106570 SRR8042535
NWD106676 SRR8042537
NWD106724 SRR8042538
